target_id,disease_id,transition_year,outcome
ENSG00000178999,EFO_0000222,2008,False
ENSG00000100387,EFO_1001115,2009,False
ENSG00000196230,MONDO_0001187,1996,True
ENSG00000075429,EFO_1001884,2006,False
ENSG00000240065,EFO_0000565,2015,False
ENSG00000134853,EFO_0009001,2004,False
ENSG00000113580,EFO_1000965,2015,False
ENSG00000157404,MONDO_0001187,2006,False
ENSG00000185313,MONDO_0041052,2002,True
ENSG00000130414,EFO_0000228,2013,False
ENSG00000106144,HP_0001395,2014,False
ENSG00000068078,EFO_0000182,2006,True
ENSG00000167792,EFO_1001901,2014,False
ENSG00000176884,MONDO_0002070,2004,False
ENSG00000099795,HP_0003074,2012,False
ENSG00000164362,EFO_0001378,2010,False
ENSG00000022355,MONDO_0010382,2015,False
ENSG00000178127,HP_0012115,2003,False
ENSG00000267855,MONDO_0008315,2005,True
ENSG00000126583,EFO_0000574,2004,False
ENSG00000068078,EFO_0000616,2005,True
ENSG00000100429,EFO_0000681,2008,True
ENSG00000048052,EFO_0002892,2010,False
ENSG00000186350,MONDO_0008315,2011,False
ENSG00000123416,MONDO_0021637,2011,False
ENSG00000160255,EFO_0007141,2009,False
ENSG00000138685,EFO_0000182,2004,False
ENSG00000188229,EFO_0005672,2008,False
ENSG00000105851,EFO_1000601,2013,False
ENSG00000185386,EFO_0002618,2014,False
ENSG00000145863,EFO_0004329,2015,False
ENSG00000137806,MONDO_0011962,2013,False
ENSG00000143106,EFO_0000198,2006,False
ENSG00000131759,MONDO_0002406,2012,False
ENSG00000168356,EFO_0003758,2012,False
ENSG00000142408,EFO_0007191,2006,False
ENSG00000112715,EFO_0004284,2010,False
ENSG00000198049,EFO_0004278,2006,False
ENSG00000160716,EFO_0002610,2007,False
ENSG00000101868,EFO_0000637,2012,False
ENSG00000198918,MONDO_0010602,2009,False
ENSG00000113580,MONDO_0002009,1998,True
ENSG00000102287,HP_0000486,2004,False
ENSG00000198695,EFO_0003869,2014,False
ENSG00000172572,MONDO_0004992,2014,False
ENSG00000123545,MONDO_0007254,2009,True
ENSG00000180871,EFO_0002687,2005,False
ENSG00000239732,EFO_0000313,2002,False
ENSG00000081248,EFO_0007191,2006,False
ENSG00000136942,MONDO_0009061,2005,True
ENSG00000145242,MONDO_0004992,2007,False
ENSG00000168653,EFO_1001480,2012,False
ENSG00000105835,EFO_0000756,2006,False
ENSG00000198900,EFO_0000313,1999,False
ENSG00000167552,EFO_0000365,2002,False
ENSG00000104833,EFO_0000222,2015,False
ENSG00000113580,EFO_1001949,2015,False
ENSG00000011677,EFO_0004701,2006,False
ENSG00000136573,EFO_0003060,2007,False
ENSG00000109158,EFO_0005203,2003,False
ENSG00000157404,EFO_0007331,2006,False
ENSG00000198033,EFO_0000403,2002,True
ENSG00000155511,MONDO_0002009,2005,False
ENSG00000196549,EFO_0000537,2004,False
ENSG00000131981,EFO_0000676,2015,False
ENSG00000143799,MONDO_0004992,2010,True
ENSG00000146648,EFO_0001061,2006,False
ENSG00000123416,EFO_0003868,2009,False
ENSG00000198431,MONDO_0004992,2004,False
ENSG00000178127,HP_0000842,2000,False
ENSG00000106628,EFO_1000157,2001,False
ENSG00000138379,MONDO_0010679,2010,False
ENSG00000081248,EFO_0005323,2014,False
ENSG00000131759,EFO_0003060,2007,True
ENSG00000108840,EFO_0003060,2008,False
ENSG00000273079,MONDO_0002046,2002,False
ENSG00000170214,MONDO_0001330,2014,False
ENSG00000145242,EFO_0002618,2011,False
ENSG00000161509,HP_0000360,2005,True
ENSG00000095303,EFO_0000180,2011,False
ENSG00000122194,MP_0001845,2006,False
ENSG00000100387,EFO_0004289,2000,False
ENSG00000120217,MONDO_0005184,2015,False
ENSG00000146648,MONDO_0011719,2013,False
ENSG00000095464,DOID_13406,1999,False
ENSG00000109390,EFO_0001073,2000,True
ENSG00000196482,EFO_1001366,2003,False
ENSG00000112038,EFO_0000274,2009,False
ENSG00000182866,EFO_0000588,2007,False
ENSG00000168522,EFO_0002429,2002,False
ENSG00000168653,EFO_0004142,2012,False
ENSG00000144285,EFO_0003103,2011,True
ENSG00000157445,MONDO_0011382,2013,False
ENSG00000037280,EFO_0000558,2009,False
ENSG00000104833,MONDO_0003890,2012,False
ENSG00000142156,EFO_0000712,2005,False
ENSG00000112062,EFO_0010072,2007,False
ENSG00000156738,EFO_0000756,2011,False
ENSG00000167552,MONDO_0019037,2010,False
ENSG00000121807,MONDO_0024880,2010,False
ENSG00000198400,EFO_0000681,2008,False
ENSG00000096384,EFO_0000574,2012,False
ENSG00000073756,EFO_0006859,2000,True
ENSG00000164182,EFO_0001663,2015,False
ENSG00000123374,MONDO_0008315,1998,False
ENSG00000137673,EFO_1001898,2010,False
ENSG00000128052,EFO_0006352,2006,False
ENSG00000151617,EFO_1000899,2006,False
ENSG00000120217,EFO_1001471,2014,True
ENSG00000063177,MONDO_0010604,2009,False
ENSG00000037280,EFO_0001378,2000,False
ENSG00000198033,MONDO_0002715,2001,False
ENSG00000187730,EFO_0000712,2013,True
ENSG00000007314,EFO_1001434,2007,True
ENSG00000136531,EFO_0000712,2008,True
ENSG00000147099,EFO_0000574,2004,True
ENSG00000137673,HP_0012531,2013,False
ENSG00000167325,EFO_0005952,2003,True
ENSG00000137267,MONDO_0003219,2007,True
ENSG00000120659,MONDO_0019019,2013,True
ENSG00000081248,MONDO_0100135,2012,False
ENSG00000100385,MONDO_0020547,2011,False
ENSG00000116106,EFO_0000616,2015,False
ENSG00000128052,EFO_1000796,2007,False
ENSG00000119630,MONDO_0004986,2006,False
ENSG00000145675,EFO_1000601,2013,False
ENSG00000102001,EFO_1000971,2014,False
ENSG00000186009,HP_0002239,2004,True
ENSG00000077782,MONDO_0011934,2010,False
ENSG00000278195,MONDO_0002108,2010,False
ENSG00000186350,EFO_1000747,2001,False
ENSG00000137267,EFO_0002938,2010,False
ENSG00000041357,EFO_0009441,2011,False
ENSG00000061918,EFO_0000373,2003,False
ENSG00000228716,EFO_0004991,2009,False
ENSG00000135333,MONDO_0001056,2008,False
ENSG00000261456,EFO_1001094,2014,False
ENSG00000102468,EFO_0003888,2004,True
ENSG00000128052,EFO_0001378,2000,False
ENSG00000166206,EFO_0001358,2002,False
ENSG00000198033,EFO_0003859,2002,False
ENSG00000112715,EFO_0000756,2001,True
ENSG00000188846,MONDO_0010604,2009,False
ENSG00000117480,EFO_1001412,2012,True
ENSG00000148408,EFO_0005687,2003,True
ENSG00000134853,EFO_0000514,2006,False
ENSG00000037280,EFO_0000565,2015,False
ENSG00000128609,EFO_0002617,2011,False
ENSG00000148408,EFO_1001998,2006,False
ENSG00000134853,MONDO_0007576,2008,True
ENSG00000137285,MONDO_0002108,2008,True
ENSG00000143801,EFO_0003060,2010,False
ENSG00000169442,EFO_0000574,2000,True
ENSG00000198900,EFO_0004288,2013,False
ENSG00000169432,EFO_0008507,2011,False
ENSG00000163285,EFO_0009513,2012,False
ENSG00000135914,EFO_0006911,2011,False
ENSG00000037280,EFO_1001901,2003,True
ENSG00000158748,MONDO_0004985,2004,False
ENSG00000146648,MONDO_0001056,2005,True
ENSG00000198056,MONDO_0002367,1998,False
ENSG00000157184,EFO_1000899,2009,False
ENSG00000197728,MONDO_0010602,2009,False
ENSG00000143801,MONDO_0021063,2010,False
ENSG00000145675,EFO_0000681,2011,False
ENSG00000121879,MONDO_0002974,2015,False
ENSG00000174886,MONDO_0007254,2009,True
ENSG00000152270,MONDO_0002050,2012,False
ENSG00000160752,MONDO_0044903,2006,False
ENSG00000125675,EFO_0000400,2008,False
ENSG00000189043,EFO_1000045,2014,False
ENSG00000108840,EFO_0000403,2010,False
ENSG00000142173,EFO_0003899,2011,False
ENSG00000133731,MONDO_0007739,2004,False
ENSG00000167325,EFO_1001956,2013,False
ENSG00000197170,EFO_0000616,2009,False
ENSG00000062822,MONDO_0003000,2010,False
ENSG00000189221,EFO_0003768,2013,False
ENSG00000106633,MONDO_0005148,2008,True
ENSG00000182578,EFO_0000702,2007,False
ENSG00000171848,EFO_0000220,2002,True
ENSG00000041880,EFO_0000673,2012,False
ENSG00000118194,EFO_0006834,2004,False
ENSG00000123416,EFO_0003817,2010,False
ENSG00000141506,MONDO_0011962,2010,False
ENSG00000088832,EFO_0000760,2012,False
ENSG00000175868,MONDO_0005277,2012,True
ENSG00000176014,EFO_0003085,2014,False
ENSG00000169174,MONDO_0021187,2011,True
ENSG00000165995,MONDO_0004992,2004,False
ENSG00000151834,EFO_0005203,2003,False
ENSG00000134259,EFO_0003830,2009,False
ENSG00000132840,EFO_0001073,2014,False
ENSG00000105976,EFO_0003060,2008,True
ENSG00000159128,EFO_0001422,2001,False
ENSG00000139219,EFO_0004229,1995,True
ENSG00000182256,MONDO_0005299,2010,False
ENSG00000094755,EFO_0005203,2003,False
ENSG00000088832,MONDO_0015974,2014,False
ENSG00000258947,EFO_0007362,2004,False
ENSG00000077782,EFO_0005540,2014,False
ENSG00000157388,EFO_0003100,2012,False
ENSG00000164258,EFO_0003869,2014,False
ENSG00000100346,EFO_0000342,2008,False
ENSG00000123416,MONDO_0003000,2010,False
ENSG00000141736,MONDO_0001056,2004,True
ENSG00000128602,MONDO_0020547,2015,False
ENSG00000171848,EFO_0000228,2005,False
ENSG00000143801,EFO_0001075,2010,False
ENSG00000091831,EFO_0000313,2014,False
ENSG00000116032,HP_0000360,2005,True
ENSG00000176890,EFO_0003859,2003,False
ENSG00000143106,MONDO_0020547,2015,False
ENSG00000113161,MONDO_0005277,2010,False
ENSG00000168522,MONDO_0020690,2003,False
ENSG00000112062,EFO_0000341,2005,False
ENSG00000077514,MONDO_0008170,1998,True
ENSG00000132915,EFO_1001486,2010,False
ENSG00000132671,EFO_0002626,1998,False
ENSG00000188389,EFO_1001465,2015,False
ENSG00000004948,EFO_0001073,2004,False
ENSG00000146648,MONDO_0007254,2001,True
ENSG00000129991,EFO_0001645,2004,False
ENSG00000005961,EFO_0006834,2014,False
ENSG00000132915,EFO_0000685,2007,False
ENSG00000106588,EFO_0000616,2009,False
ENSG00000204231,EFO_0000574,2001,True
ENSG00000171189,EFO_0000400,2008,False
ENSG00000048052,EFO_0000222,2006,True
ENSG00000152270,EFO_1001486,2010,False
ENSG00000065989,EFO_0003777,2012,False
ENSG00000151623,EFO_0003884,2005,True
ENSG00000198840,EFO_0000196,2013,False
ENSG00000105605,EFO_0005611,2002,False
ENSG00000168412,HP_0012531,2013,False
ENSG00000068024,EFO_0000339,2007,False
ENSG00000112964,EFO_0003944,2001,False
ENSG00000166862,EFO_0000512,2013,False
ENSG00000112038,EFO_0000384,2008,False
ENSG00000012504,EFO_0000555,2009,False
ENSG00000131495,EFO_0004593,2005,True
ENSG00000196126,EFO_0000095,2004,False
ENSG00000171759,MONDO_0011382,2007,False
ENSG00000108878,EFO_0003768,2007,False
ENSG00000157404,EFO_0000348,2013,False
ENSG00000117461,EFO_0000519,2011,False
ENSG00000147955,MONDO_0005090,2005,False
ENSG00000163636,EFO_0000222,2014,False
ENSG00000027697,EFO_0007183,2012,False
ENSG00000108840,EFO_1000657,2010,False
ENSG00000156738,EFO_0004288,1999,False
ENSG00000186010,EFO_0001663,2015,False
ENSG00000198763,HP_0003074,2012,False
ENSG00000123416,EFO_0003859,2002,False
ENSG00000120907,MONDO_0002465,2005,False
ENSG00000206384,MONDO_0043839,2008,False
ENSG00000105650,EFO_0006890,2003,False
ENSG00000101868,EFO_0000588,1999,False
ENSG00000178394,EFO_0003888,2004,False
ENSG00000088832,EFO_0007141,2003,True
ENSG00000176884,EFO_0000544,2009,False
ENSG00000268089,MONDO_0005180,2004,False
ENSG00000145863,EFO_0003768,2004,True
ENSG00000239732,MONDO_0005575,2009,False
ENSG00000196569,EFO_0009321,2006,False
ENSG00000128052,EFO_0000569,2012,False
ENSG00000109158,MONDO_0001039,2012,False
ENSG00000108840,EFO_0000501,2004,False
ENSG00000204231,MONDO_0008315,2011,False
ENSG00000144891,HP_0009588,2011,False
ENSG00000131747,MONDO_0009348,2015,False
ENSG00000119699,EFO_0004236,2012,False
ENSG00000177084,EFO_0006859,1997,False
ENSG00000007314,EFO_1001219,2007,False
ENSG00000135333,MONDO_0002367,2008,False
ENSG00000187498,EFO_0000759,2012,False
ENSG00000101665,EFO_0000729,2015,False
ENSG00000164692,EFO_0009085,2005,False
ENSG00000090266,EFO_0000519,2015,False
ENSG00000198033,EFO_0006859,1995,True
ENSG00000101213,EFO_0003869,2002,False
ENSG00000142534,MONDO_0004736,2010,False
ENSG00000066468,EFO_1001901,2015,False
ENSG00000169032,EFO_1000616,2010,True
ENSG00000100804,MONDO_0020547,2015,False
ENSG00000037280,EFO_0001416,2014,False
ENSG00000022355,MONDO_0004975,2006,False
ENSG00000176105,EFO_0000389,2009,False
ENSG00000156973,MONDO_0004992,2014,False
ENSG00000131747,MONDO_0001056,2013,False
ENSG00000101868,MONDO_0002691,2005,False
ENSG00000169032,EFO_0000685,2008,False
ENSG00000185313,MONDO_0015643,2009,False
ENSG00000113749,MONDO_0005090,2014,False
ENSG00000198840,HP_0012115,2003,False
ENSG00000073756,EFO_0000464,2014,False
ENSG00000117601,EFO_0003033,2013,False
ENSG00000094755,EFO_0001358,2002,False
ENSG00000115414,EFO_0000712,2005,False
ENSG00000171303,MONDO_0043510,2011,False
ENSG00000198056,EFO_1001779,2006,False
ENSG00000027697,EFO_1001359,1999,False
ENSG00000083845,MONDO_0010679,2005,True
ENSG00000102287,EFO_0005203,2003,False
ENSG00000156973,EFO_0003928,2005,False
ENSG00000196739,EFO_0009085,2005,False
ENSG00000113161,MONDO_0002050,2009,False
ENSG00000168653,EFO_1000657,2015,False
ENSG00000048052,EFO_0000756,2004,False
ENSG00000196639,MONDO_0002050,2013,False
ENSG00000137806,MONDO_0008903,2014,False
ENSG00000171126,HP_0002140,2012,True
ENSG00000147403,MONDO_0010604,2009,False
ENSG00000169252,EFO_0004610,2008,False
ENSG00000087586,MONDO_0002087,2010,False
ENSG00000160716,EFO_0001072,2005,False
ENSG00000146904,MONDO_0011719,2013,False
ENSG00000102755,EFO_1000657,2015,False
ENSG00000196876,EFO_0003103,2011,True
ENSG00000127824,EFO_1001512,2007,False
ENSG00000143924,MONDO_0002108,2015,False
ENSG00000130414,EFO_0003144,2011,False
ENSG00000125255,HP_0002019,2009,True
ENSG00000130433,EFO_0003768,2007,False
ENSG00000171720,EFO_0000096,2005,False
ENSG00000152086,MONDO_0018975,2008,False
ENSG00000146070,EFO_0003770,2012,False
ENSG00000177084,EFO_0000228,2005,False
ENSG00000157404,MONDO_0008978,2004,False
ENSG00000197442,EFO_0001361,2014,False
ENSG00000258947,EFO_0009907,1997,False
ENSG00000167325,EFO_0004289,2002,False
ENSG00000165916,MONDO_0020547,2015,False
ENSG00000137806,EFO_0002950,2010,True
ENSG00000167552,EFO_1000613,2005,False
ENSG00000004779,EFO_0003940,2015,False
ENSG00000129484,MONDO_0011962,2014,False
ENSG00000198886,EFO_0000660,2000,True
ENSG00000145777,MONDO_0004979,2013,True
ENSG00000142408,EFO_1001800,2009,False
ENSG00000113580,EFO_0009784,2015,False
ENSG00000118181,MONDO_0010602,2009,False
ENSG00000198888,MONDO_0001187,2015,False
ENSG00000185633,Orphanet_733,2013,False
ENSG00000181072,MONDO_0004975,1999,False
ENSG00000091831,EFO_0007532,2004,False
ENSG00000169252,EFO_0004616,2014,True
ENSG00000087245,MONDO_0008315,2002,False
ENSG00000197891,EFO_0009104,2009,True
ENSG00000102001,EFO_1000994,2013,False
ENSG00000133256,EFO_0000401,2006,False
ENSG00000068024,EFO_0002609,2006,False
ENSG00000105464,EFO_0000544,2009,False
ENSG00000172270,MONDO_0013730,1999,False
ENSG00000182256,EFO_0001074,2010,False
ENSG00000198763,EFO_0001361,2011,False
ENSG00000274286,EFO_0009267,2005,True
ENSG00000115286,MONDO_0008315,2005,True
ENSG00000118113,HP_0002202,2011,False
ENSG00000162009,MONDO_0004992,2008,False
ENSG00000144285,EFO_0005687,2006,True
ENSG00000123360,EFO_0000685,2007,False
ENSG00000014138,EFO_0008528,2010,True
ENSG00000092969,MONDO_0007254,2011,False
ENSG00000113851,EFO_0007160,2013,False
ENSG00000122025,MONDO_0011962,2011,False
ENSG00000176890,MONDO_0016216,2010,False
ENSG00000112038,EFO_0010702,2013,True
ENSG00000114200,MONDO_0019037,2008,True
ENSG00000186010,EFO_0001073,2000,True
ENSG00000198886,MONDO_0007254,2009,True
ENSG00000115286,HP_0012115,2003,False
ENSG00000182255,EFO_0007405,2011,False
ENSG00000160791,EFO_1001249,2014,True
ENSG00000257365,MONDO_0007254,2002,False
ENSG00000145863,EFO_0009686,2002,True
ENSG00000123416,MONDO_0008380,1996,True
ENSG00000113327,EFO_0000565,2011,False
ENSG00000136573,MONDO_0016586,2009,False
ENSG00000137285,EFO_0007359,2013,False
ENSG00000113327,EFO_0009267,2010,True
ENSG00000119013,EFO_0001645,2011,False
ENSG00000061918,EFO_0005251,2005,False
ENSG00000061918,EFO_0003144,2009,True
ENSG00000176014,MONDO_0002120,1998,False
ENSG00000186010,HP_0100543,2008,False
ENSG00000129084,MONDO_0002120,2015,False
ENSG00000131495,MONDO_0001187,2015,False
ENSG00000147123,EFO_0003940,2015,False
ENSG00000176014,MONDO_0008380,1996,True
ENSG00000113263,MONDO_0008667,2012,False
ENSG00000167553,EFO_0000756,2002,True
ENSG00000137154,MONDO_0010311,2008,False
ENSG00000113580,MONDO_0007915,1997,True
ENSG00000122025,EFO_0003863,2008,False
ENSG00000158864,EFO_0002950,2010,True
ENSG00000100429,EFO_0002913,2001,False
ENSG00000198431,MONDO_0007915,2013,False
ENSG00000167535,EFO_0005687,2003,True
ENSG00000073417,EFO_0001421,2005,False
ENSG00000115159,EFO_0003144,2011,False
ENSG00000075461,EFO_0005611,2002,False
ENSG00000113448,EFO_0005774,2011,False
ENSG00000128271,HP_0001643,2008,False
ENSG00000109390,EFO_1001459,2012,False
ENSG00000110717,EFO_0000196,2013,False
ENSG00000204291,EFO_0003899,2011,False
ENSG00000068078,EFO_0000676,2005,False
ENSG00000113580,EFO_1000706,2009,False
ENSG00000145494,MONDO_0008903,2014,False
ENSG00000102755,EFO_0000228,2007,False
ENSG00000198033,EFO_0006818,2000,True
ENSG00000119421,HP_0012115,2003,False
ENSG00000135333,MONDO_0005575,2007,False
ENSG00000165916,EFO_0000308,2005,False
ENSG00000198886,EFO_1001480,2012,False
ENSG00000141736,EFO_0006318,2013,False
ENSG00000130414,EFO_0003884,2014,False
ENSG00000174886,EFO_0000195,2003,True
ENSG00000145545,MONDO_0010735,2006,False
ENSG00000149554,EFO_0002618,2002,False
ENSG00000105372,MONDO_0004736,2010,False
ENSG00000147684,MONDO_0001187,2015,False
ENSG00000160791,EFO_0000401,2012,False
ENSG00000167325,MONDO_0004992,2001,True
ENSG00000145494,HP_0003074,2012,False
ENSG00000126934,EFO_0003060,2002,True
ENSG00000198886,HP_0003074,2012,False
ENSG00000155511,EFO_0009430,2008,False
ENSG00000198755,MONDO_0004736,2010,False
ENSG00000127824,EFO_0001416,2005,False
ENSG00000110717,EFO_0000195,2003,True
ENSG00000152270,HP_0001894,2014,False
ENSG00000157445,EFO_0003100,2012,False
ENSG00000012779,EFO_0003914,2006,False
ENSG00000149295,EFO_1001917,2004,True
ENSG00000130816,MONDO_0008170,2014,False
ENSG00000012124,EFO_0009441,2004,False
ENSG00000164418,EFO_0004329,2015,False
ENSG00000152086,EFO_0003938,2007,False
ENSG00000126934,MONDO_0018975,2014,False
ENSG00000198431,MONDO_0008903,2002,False
ENSG00000143799,EFO_0000574,2010,False
ENSG00000110092,MONDO_0007254,2008,True
ENSG00000088832,EFO_0000558,2008,False
ENSG00000101868,EFO_0006861,2004,False
ENSG00000188229,EFO_0004243,2002,False
ENSG00000152086,EFO_0003085,2014,False
ENSG00000168522,EFO_0005235,2003,False
ENSG00000070886,EFO_0002618,2011,False
ENSG00000139053,EFO_1001249,2005,False
ENSG00000088832,MONDO_0001056,2007,True
ENSG00000118432,EFO_0003768,2005,False
ENSG00000169083,MONDO_0043797,2003,False
ENSG00000198785,HP_0012531,2001,True
ENSG00000105810,EFO_0000574,1997,False
ENSG00000116032,MONDO_0002009,2008,True
ENSG00000123416,EFO_0005540,2001,False
ENSG00000169252,EFO_0000546,2003,True
ENSG00000075429,EFO_0005323,2014,False
ENSG00000088832,EFO_0000770,2009,False
ENSG00000169442,EFO_0000565,2000,True
ENSG00000108671,EFO_0000565,2015,False
ENSG00000123545,EFO_0000589,2004,True
ENSG00000010810,EFO_0001378,2007,False
ENSG00000152086,EFO_1001100,2002,True
ENSG00000168653,MONDO_0011962,2013,False
ENSG00000096968,HP_0004326,2014,False
ENSG00000128609,EFO_0003769,2014,False
ENSG00000189043,MONDO_0008903,2014,False
ENSG00000180616,MONDO_0000447,2011,False
ENSG00000142408,EFO_1001892,2005,True
ENSG00000022355,EFO_0007453,2015,True
ENSG00000198900,EFO_0002499,2012,False
ENSG00000188229,EFO_0003968,2010,False
ENSG00000140443,MONDO_0002177,1995,False
ENSG00000187730,MONDO_0010383,2010,False
ENSG00000104833,EFO_0005221,2001,False
ENSG00000110717,EFO_0000673,2011,False
ENSG00000077092,MONDO_0021058,2004,False
ENSG00000167986,EFO_0000384,2002,True
ENSG00000164418,EFO_0005203,2003,False
ENSG00000167986,EFO_0006859,1999,False
ENSG00000185386,MONDO_0005575,2015,True
ENSG00000104833,MONDO_0004669,2012,False
ENSG00000117400,EFO_0000222,2010,False
ENSG00000159128,EFO_1001359,1999,False
ENSG00000268089,EFO_0000712,2013,True
ENSG00000109158,MONDO_0021698,1997,False
ENSG00000119421,MONDO_0005575,2012,True
ENSG00000161057,EFO_0000222,2014,False
ENSG00000069535,EFO_0004270,2010,False
ENSG00000100387,EFO_0000096,2003,False
ENSG00000067191,EFO_0003890,2007,False
ENSG00000178127,EFO_0004593,2005,True
ENSG00000196689,HP_0012076,2013,False
ENSG00000037280,MONDO_0002087,2007,False
ENSG00000164587,MONDO_0010311,2008,False
ENSG00000104368,MONDO_0020673,2010,False
ENSG00000146648,MONDO_0021364,2005,False
ENSG00000125910,EFO_0000384,2015,False
ENSG00000109158,EFO_0005611,1997,False
ENSG00000177084,MONDO_0000430,2013,False
ENSG00000157388,MONDO_0005147,2015,False
ENSG00000115008,EFO_0004616,2014,False
ENSG00000198033,MONDO_0001187,1996,True
ENSG00000261456,EFO_0000181,2007,True
ENSG00000185313,EFO_0003890,2015,False
ENSG00000183454,EFO_0001358,2014,False
ENSG00000145863,MONDO_0010382,2015,False
ENSG00000167552,MONDO_0005184,2003,True
ENSG00000175482,EFO_1001480,2010,False
ENSG00000007314,EFO_0003756,2013,False
ENSG00000183873,EFO_0020975,2015,False
ENSG00000139842,MONDO_0004976,2005,False
ENSG00000068024,MONDO_0009348,2008,False
ENSG00000171863,MONDO_0010604,2009,False
ENSG00000112964,HP_0004322,2003,False
ENSG00000261456,MONDO_0015540,2012,False
ENSG00000128052,EFO_0002914,2015,False
ENSG00000185627,MONDO_0008315,2004,False
ENSG00000159110,EFO_0002617,2005,False
ENSG00000106128,EFO_0000341,2011,False
ENSG00000160191,EFO_1001249,2005,False
ENSG00000037280,MONDO_0016216,2012,False
ENSG00000154928,MONDO_0002108,2004,True
ENSG00000182578,MONDO_0044926,2006,False
ENSG00000133019,HP_0000975,2010,True
ENSG00000145675,EFO_0000181,2012,False
ENSG00000164182,EFO_1001459,2012,False
ENSG00000097007,EFO_0000685,2004,False
ENSG00000132639,EFO_1000850,2015,False
ENSG00000148229,MONDO_0017198,2007,False
ENSG00000204256,EFO_0000519,2014,False
ENSG00000186716,EFO_0003841,2013,False
ENSG00000104833,EFO_0000178,2013,False
ENSG00000112115,EFO_0000676,2008,True
ENSG00000196611,EFO_0000673,2002,False
ENSG00000175482,EFO_1001100,2002,False
ENSG00000085563,EFO_1000796,2003,False
ENSG00000096384,EFO_0003085,2010,False
ENSG00000188229,EFO_1000601,2000,False
ENSG00000128052,EFO_0000770,2013,False
ENSG00000109158,EFO_0000195,2011,False
ENSG00000097007,EFO_0009907,2010,False
ENSG00000077097,EFO_0002939,2013,False
ENSG00000115159,EFO_0000616,2012,False
ENSG00000197170,EFO_0003060,2002,False
ENSG00000183873,EFO_1001434,2007,True
ENSG00000176105,EFO_0000519,2009,False
ENSG00000137285,MONDO_0021656,2014,False
ENSG00000185313,EFO_0009963,2005,True
ENSG00000165731,EFO_0000666,2011,False
ENSG00000067900,MONDO_0004976,2013,False
ENSG00000140988,MONDO_0004736,2010,False
ENSG00000137806,MONDO_0005575,2012,True
ENSG00000104833,EFO_1001469,2003,True
ENSG00000111424,EFO_0003144,2009,True
ENSG00000182866,MONDO_0005575,2000,False
ENSG00000205268,EFO_0005774,2011,False
ENSG00000198763,EFO_0000195,2003,True
ENSG00000112294,EFO_0006859,2007,False
ENSG00000163517,EFO_0000211,2001,True
ENSG00000115252,MONDO_0002009,2012,False
ENSG00000204403,EFO_1001345,2013,False
ENSG00000184611,MONDO_0019079,2012,False
ENSG00000148229,MONDO_0005411,2002,False
ENSG00000198886,EFO_0000616,2012,False
ENSG00000102755,EFO_0003869,2002,True
ENSG00000261456,EFO_0000309,2003,False
ENSG00000148229,EFO_0000707,2012,False
ENSG00000228716,MONDO_0008315,2005,False
ENSG00000139842,MONDO_0017816,2002,False
ENSG00000136928,EFO_0002610,1997,False
ENSG00000022355,EFO_0005251,2012,False
ENSG00000126218,MP_0001914,2012,False
ENSG00000004779,EFO_0003144,2011,False
ENSG00000165264,EFO_0001361,2011,False
ENSG00000176393,EFO_0000198,2015,False
ENSG00000146904,EFO_0003841,2007,False
ENSG00000077782,EFO_1001901,2010,True
ENSG00000133256,EFO_0003928,2005,False
ENSG00000165264,EFO_0004142,2012,False
ENSG00000103546,MONDO_0008056,2008,False
ENSG00000122025,EFO_0000691,2006,False
ENSG00000121594,EFO_0003929,2010,False
ENSG00000183873,EFO_0004616,2004,True
ENSG00000162009,MONDO_0015277,2012,False
ENSG00000168356,EFO_0005762,2001,True
ENSG00000168412,MONDO_0005475,2008,False
ENSG00000068024,EFO_0001378,1997,True
ENSG00000137731,MONDO_0008315,2010,False
ENSG00000183454,MONDO_0043510,2003,False
ENSG00000119535,MONDO_0005147,2014,False
ENSG00000099795,HP_0012115,2003,False
ENSG00000140009,MONDO_0002146,2006,False
ENSG00000167552,EFO_0000503,2004,True
ENSG00000162975,HP_0002140,2012,True
ENSG00000014138,MONDO_0008170,1998,True
ENSG00000100804,EFO_0000565,2015,False
ENSG00000112715,EFO_0003860,2006,False
ENSG00000105650,EFO_0003834,2010,False
ENSG00000102755,EFO_0000681,2000,True
ENSG00000132906,HP_0001395,2014,False
ENSG00000152402,HP_0200042,2005,False
ENSG00000112038,EFO_1000948,2010,False
ENSG00000068024,EFO_0000095,2008,False
ENSG00000185527,EFO_0003060,2013,False
ENSG00000113580,EFO_1001909,2011,False
ENSG00000048392,EFO_0009534,2002,False
ENSG00000137285,MONDO_0007576,1997,True
ENSG00000105639,EFO_0003060,2014,False
ENSG00000171608,EFO_0003869,2013,False
ENSG00000228716,MONDO_0002087,2004,False
ENSG00000258947,EFO_0005221,2001,False
ENSG00000138794,EFO_1001345,2013,False
ENSG00000196230,EFO_0003833,1998,False
ENSG00000176105,EFO_0000095,2006,False
ENSG00000100567,EFO_0000222,2014,False
ENSG00000119630,MONDO_0004192,2006,False
ENSG00000278195,EFO_0000702,2011,False
ENSG00000186009,EFO_0000305,2015,False
ENSG00000137267,MONDO_0003000,2010,False
ENSG00000090266,EFO_0000196,2013,False
ENSG00000198851,EFO_0002546,2010,False
ENSG00000138735,EFO_0006890,2003,False
ENSG00000112715,EFO_0009606,2001,True
ENSG00000206384,EFO_0003899,2011,False
